"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"VTCN1-mRNA",-2.15,0.759,-3.63,-0.661,0.226,0.0805,0.632,0.00612,1,"lm.nb","NM_001253849.1:871"
"HLA-DOA-mRNA",-2.26,0.822,-3.87,-0.651,0.209,0.0683,0.637,0.00761,1,"lm.nb","NM_002119.3:3075"
"TLR2-mRNA",-1.78,0.655,-3.07,-0.501,0.29,0.119,0.707,0.00821,1,"lm.nb","NM_001318787.1:484"
"VEGFA-mRNA",-1.54,0.568,-2.66,-0.429,0.343,0.159,0.743,0.00843,1,"lm.nb","NM_001171623.1:2212"
"LCK-mRNA",-2.08,0.768,-3.58,-0.571,0.237,0.0836,0.673,0.00867,1,"lm.nb","NM_005356.4:1723"
"MS4A1-mRNA",-1.95,0.722,-3.36,-0.533,0.259,0.0971,0.691,0.00882,1,"lm.nb","NM_021950.3:161"
"ENTPD1-mRNA",-2.46,0.919,-4.26,-0.655,0.182,0.0523,0.635,0.00945,1,"lm.nb","NM_001098175.1:1418"
"FCGR3A/B-mRNA",-2.6,0.98,-4.52,-0.678,0.165,0.0437,0.625,0.00999,1,"lm.nb","NM_000570.4:255"
"HLA-DRB1-mRNA",-2.57,0.993,-4.51,-0.622,0.169,0.0438,0.65,0.0119,1,"lm.nb","NM_002124.3:1016"
"ITGB2-mRNA",-2.72,1.06,-4.79,-0.653,0.152,0.0361,0.636,0.0121,1,"lm.nb","NM_000211.3:1412"
"CXCR2-mRNA",-2.23,0.87,-3.93,-0.524,0.213,0.0655,0.696,0.0127,1,"lm.nb","NM_001557.3:409"
"JAG1-mRNA",5.61,2.24,1.22,9.99,48.8,2.34,1020,0.0146,1,"loglinear","NM_000214.2:3509"
"TNFSF10-mRNA",6.17,2.48,1.31,11,72.1,2.48,2100,0.0153,1,"loglinear","NM_003810.3:155"
"NFATC2-mRNA",-2.03,0.816,-3.63,-0.428,0.245,0.081,0.744,0.0155,1,"lm.nb","NM_173091.2:1840"
"BAD-mRNA",-1.32,0.535,-2.37,-0.276,0.399,0.193,0.826,0.0158,1,"lm.nb","NM_004322.3:963"
"CCL5-mRNA",-2.49,1.01,-4.46,-0.514,0.178,0.0454,0.7,0.0161,1,"lm.nb","NM_002985.2:277"
"CCL18-mRNA",-1.31,0.536,-2.36,-0.26,0.403,0.195,0.835,0.0171,1,"lm.nb","NM_002988.3:45"
"OASL-mRNA",-2.18,0.908,-3.97,-0.404,0.22,0.064,0.756,0.019,1,"lm.nb","NM_003733.2:1570"
"TLR5-mRNA",-1.71,0.712,-3.1,-0.31,0.306,0.116,0.807,0.0194,1,"lm.nb","NM_003268.5:2570"
"PTPRC-mRNA",-2.01,0.84,-3.65,-0.361,0.249,0.0794,0.778,0.0197,1,"lm.nb","NM_080921.3:99"
"TPSAB1/B2-mRNA",-2.7,1.13,-4.91,-0.485,0.154,0.0332,0.715,0.0197,1,"lm.nb","NM_003294.3:556"
"VCAM1-mRNA",4.58,1.95,0.76,8.39,23.9,1.69,336,0.0217,1,"loglinear","NM_001078.3:2535"
"MMP7-mRNA",5.39,2.33,0.826,9.95,41.9,1.77,991,0.0237,1,"loglinear","NM_002423.3:265"
"AQP9-mRNA",-2.18,0.948,-4.04,-0.324,0.22,0.0609,0.799,0.0244,1,"lm.nb","NM_001320635.1:753"
"LAMC2-mRNA",5.35,2.34,0.77,9.93,40.9,1.71,979,0.0252,1,"loglinear","NM_005562.2:1027"
"KIR2DL3-mRNA",-1.94,0.855,-3.62,-0.268,0.26,0.0813,0.831,0.0262,1,"lm.nb","NM_015868.2:145"
"BCL2L1-mRNA",1.54,0.684,0.198,2.88,2.9,1.15,7.35,0.0278,1,"lm.nb","NM_001191.3:1421"
"NEIL1-mRNA",-1.85,0.845,-3.51,-0.198,0.277,0.0879,0.872,0.0317,1,"lm.nb","NM_024608.2:1675"
"PDZK1IP1-mRNA",5.26,2.4,0.549,9.96,38.2,1.46,999,0.0321,1,"loglinear","NM_005764.3:229"
"SPP1-mRNA",4.89,2.25,0.472,9.31,29.6,1.39,633,0.0336,1,"loglinear","NM_000582.2:760"
"ALDOC-mRNA",-1.38,0.635,-2.62,-0.132,0.385,0.162,0.912,0.0337,1,"lm.nb","NM_005165.2:335"
"AREG-mRNA",4.83,2.23,0.463,9.19,28.4,1.38,583,0.0337,1,"loglinear","NM_001657.3:717"
"KIR3DL1-mRNA",-1.93,0.896,-3.69,-0.177,0.262,0.0776,0.884,0.0345,1,"lm.nb","NM_001322168.1:466"
"APOE-mRNA",-1.98,0.919,-3.78,-0.18,0.253,0.0727,0.883,0.0347,1,"lm.nb","NM_000041.2:96"
"LY96-mRNA",-2.87,1.33,-5.48,-0.252,0.137,0.0224,0.84,0.0353,1,"lm.nb","NM_001195797.1:135"
"VCAN-mRNA",5.5,2.56,0.481,10.5,45.2,1.4,1460,0.0353,1,"loglinear","NM_001126336.2:394"
"HEY1-mRNA",-2.01,0.942,-3.86,-0.165,0.248,0.069,0.892,0.0364,1,"lm.nb","NM_001040708.1:1859"
"IFITM1-mRNA",-1.79,0.84,-3.44,-0.144,0.289,0.0923,0.905,0.0367,1,"lm.nb","NM_003641.3:536"
"HLA-DMA-mRNA",-1.81,0.851,-3.48,-0.145,0.285,0.0897,0.904,0.0368,1,"lm.nb","NM_006120.3:396"
"TPM1-mRNA",4.68,2.21,0.344,9.02,25.7,1.27,519,0.0381,1,"loglinear","NM_000366.5:830"
"IL10RA-mRNA",-1.73,0.817,-3.33,-0.124,0.302,0.0997,0.917,0.0384,1,"lm.nb","NM_001558.2:150"
"CDKN2B-mRNA",-1.34,0.637,-2.59,-0.0884,0.396,0.166,0.941,0.0396,1,"lm.nb","NM_004936.3:906"
"FPR3-mRNA",-2.04,0.973,-3.95,-0.133,0.243,0.0648,0.912,0.0398,1,"lm.nb","NM_002030.4:733"
"ITGB8-mRNA",4.08,1.94,0.267,7.88,16.9,1.2,236,0.0398,1,"loglinear","NM_002214.2:2609"
"TREM2-mRNA",-1.92,0.92,-3.72,-0.115,0.264,0.0757,0.923,0.0409,1,"lm.nb","NM_018965.3:848"
"MKI67-mRNA",4.09,1.96,0.241,7.93,17,1.18,244,0.0411,1,"loglinear","NM_002417.2:2005"
"NOTCH2-mRNA",1.52,0.734,0.0823,2.96,2.87,1.06,7.78,0.0421,1,"lm.nb","NM_024408.3:2842"
"ADM-mRNA",-1.39,0.682,-2.73,-0.0576,0.381,0.151,0.961,0.0448,1,"lm.nb","NM_001124.2:1413"
"JAK1-mRNA",1.32,0.654,0.0376,2.6,2.5,1.03,6.06,0.0476,1,"lm.nb","NM_002227.1:285"
"CCL2-mRNA",4.24,2.11,0.11,8.37,18.9,1.08,331,0.0482,1,"loglinear","NM_002982.3:303"
"CLEC4E-mRNA",-1.71,0.85,-3.37,-0.04,0.307,0.0967,0.973,0.0488,1,"lm.nb","NM_014358.3:1392"
"SLC2A1-mRNA",-1.21,0.609,-2.41,-0.0201,0.431,0.189,0.986,0.0503,1,"lm.nb","NM_006516.2:264"
"ITGA6-mRNA",1.38,0.696,0.0133,2.74,2.6,1.01,6.69,0.0519,1,"lm.nb","NM_001316306.1:1982"
"MMP9-mRNA",-1.57,0.796,-3.13,-0.0116,0.336,0.114,0.992,0.0524,1,"lm.nb","NM_004994.2:2011"
"TGFB1-mRNA",1.27,0.648,0.00045,2.54,2.41,1,5.82,0.0541,1,"lm.nb","NM_000660.4:1473"
"DUSP5-mRNA",1.7,0.872,-0.00623,3.41,3.26,0.996,10.7,0.055,1,"lm.nb","NM_004419.3:675"
"PALMD-mRNA",-1.61,0.826,-3.23,0.00907,0.328,0.107,1.01,0.0555,1,"lm.nb","NM_017734.4:224"
"GLUD1-mRNA",1.16,0.598,-0.00827,2.34,2.24,0.994,5.05,0.0558,1,"lm.nb","NM_005271.2:2680"
"GOT1-mRNA",1.55,0.794,-0.0111,3.1,2.92,0.992,8.58,0.0558,1,"lm.nb","NM_002079.2:568"
"SERPINA1-mRNA",4.33,2.25,-0.0702,8.74,20.2,0.953,427,0.058,1,"loglinear","NM_001127702.1:963"
"TNFAIP6-mRNA",4.08,2.12,-0.0681,8.23,16.9,0.954,301,0.0581,1,"loglinear","NM_007115.3:165"
"MET-mRNA",1.75,0.909,-0.0308,3.53,3.37,0.979,11.6,0.0583,1,"lm.nb","NM_000245.2:1488"
"TRAF1-mRNA",-1.22,0.636,-2.47,0.0275,0.429,0.181,1.02,0.0595,1,"lm.nb","NM_001190945.1:712"
"PLA1A-mRNA",1.63,0.862,-0.061,3.32,3.09,0.959,9.97,0.0632,1,"lm.nb","NM_015900.2:1250"
"FLT1-mRNA",-2.22,1.17,-4.52,0.0836,0.215,0.0436,1.06,0.0632,1,"lm.nb","NM_002019.4:530"
"ELOB-mRNA",-1.76,0.934,-3.59,0.0675,0.295,0.0828,1.05,0.0634,1,"lm.nb","NM_007108.2:800"
"PRKCA-mRNA",1.17,0.633,-0.068,2.41,2.25,0.954,5.32,0.0684,1,"lm.nb","NM_002737.2:818"
"ICAM3-mRNA",-0.896,0.484,-1.84,0.0521,0.537,0.278,1.04,0.0684,1,"lm.nb","NM_002162.3:1225"
"GLS-mRNA",0.945,0.511,-0.0565,1.95,1.93,0.962,3.86,0.0688,1,"lm.nb","NM_014905.4:165"
"TBXAS1-mRNA",1.37,0.748,-0.0906,2.84,2.59,0.939,7.16,0.0704,1,"lm.nb","NM_001061.4:709"
"BIRC3-mRNA",-1.31,0.713,-2.7,0.0911,0.405,0.154,1.07,0.0714,1,"lm.nb","NM_001165.4:6567"
"MFGE8-mRNA",-1.77,0.971,-3.67,0.135,0.293,0.0784,1.1,0.0731,1,"lm.nb","NM_001114614.1:328"
"DTX4-mRNA",-1.62,0.895,-3.38,0.129,0.324,0.0961,1.09,0.0739,1,"lm.nb","NM_015177.1:4820"
"NFKBIA-mRNA",1.86,1.03,-0.165,3.89,3.63,0.892,14.8,0.0763,1,"lm.nb","NM_020529.2:1361"
"TNFRSF1A-mRNA",0.999,0.558,-0.0949,2.09,2,0.936,4.27,0.078,1,"lm.nb","NM_001065.2:515"
"IFNGR2-mRNA",1.51,0.851,-0.164,3.17,2.84,0.893,9.03,0.0816,1,"lm.nb","NM_005534.3:1963"
"KAT2B-mRNA",-1.72,0.976,-3.64,0.19,0.303,0.0804,1.14,0.0821,1,"lm.nb","NM_003884.4:1180"
"SIRPA-mRNA",1.16,0.655,-0.127,2.44,2.23,0.915,5.42,0.0821,1,"lm.nb","NM_001040023.1:3355"
"TNFRSF10C-mRNA",1.37,0.78,-0.156,2.9,2.59,0.898,7.47,0.0829,1,"lm.nb","NM_003841.3:682"
"GPC4-mRNA",1.34,0.765,-0.156,2.84,2.54,0.897,7.17,0.0838,1,"lm.nb","NM_001448.2:820"
"BAX-mRNA",1.36,0.778,-0.163,2.89,2.57,0.893,7.39,0.0846,1,"lm.nb","NM_004324.3:330"
"ICAM1-mRNA",1.7,0.978,-0.213,3.62,3.26,0.863,12.3,0.0861,1,"lm.nb","NM_000201.2:2253"
"TWF1-mRNA",0.88,0.507,-0.114,1.87,1.84,0.924,3.66,0.0874,1,"lm.nb","NM_002822.4:1574"
"CHUK-mRNA",2.56,1.48,-0.337,5.46,5.9,0.791,44.1,0.0879,1,"loglinear","NM_001278.4:3263"
"CD68-mRNA",1.15,0.664,-0.157,2.45,2.21,0.897,5.45,0.0893,1,"lm.nb","NM_001251.2:1140"
"GOT2-mRNA",0.824,0.482,-0.121,1.77,1.77,0.919,3.41,0.0922,1,"lm.nb","NM_002080.3:674"
"PMS2-mRNA",1.52,0.899,-0.239,3.29,2.87,0.847,9.76,0.0949,1,"lm.nb","NM_000535.6:894"
"CX3CL1-mRNA",1.23,0.727,-0.197,2.65,2.34,0.872,6.29,0.096,1,"lm.nb","NM_002996.3:1850"
"TGFBR2-mRNA",1.14,0.68,-0.187,2.48,2.21,0.878,5.57,0.0967,1,"lm.nb","NM_001024847.2:870"
"CCND2-mRNA",2.22,1.32,-0.364,4.81,4.67,0.777,28,0.0968,1,"lm.nb","NM_001759.2:5825"
"PROM1-mRNA",1.63,0.973,-0.275,3.54,3.1,0.827,11.6,0.098,1,"lm.nb","NM_001145847.1:596"
"C1QA-mRNA",-1.67,0.995,-3.62,0.283,0.315,0.0814,1.22,0.0985,1,"lm.nb","NM_015991.3:636"
"HIF1A-mRNA",2.03,1.21,-0.345,4.41,4.09,0.787,21.3,0.0985,1,"lm.nb","NM_181054.2:930"
"THBS1-mRNA",1.66,0.993,-0.286,3.61,3.16,0.82,12.2,0.0992,1,"lm.nb","NM_003246.2:3816"
"VHL-mRNA",-0.899,0.539,-1.96,0.158,0.536,0.258,1.12,0.1,1,"lm.nb","NM_198156.1:420"
"CXCL16-mRNA",1.67,1,-0.298,3.64,3.19,0.813,12.5,0.101,1,"lm.nb","NM_001100812.1:743"
"ERBB2-mRNA",1.54,0.929,-0.282,3.36,2.91,0.823,10.3,0.102,1,"lm.nb","NM_004448.2:2405"
"ITGB3-mRNA",1.43,0.864,-0.266,3.12,2.69,0.832,8.7,0.103,1,"lm.nb","NM_000212.2:4485"
"CDK6-mRNA",1.68,1.02,-0.325,3.69,3.21,0.799,12.9,0.105,1,"lm.nb","NM_001145306.1:1373"
"NT5E-mRNA",2.03,1.23,-0.392,4.45,4.08,0.762,21.8,0.105,1,"lm.nb","NM_002526.3:3526"
"HK1-mRNA",0.854,0.521,-0.167,1.87,1.81,0.891,3.67,0.106,1,"lm.nb","NM_000188.2:3355"
"STAT1-mRNA",0.937,0.573,-0.186,2.06,1.92,0.879,4.17,0.107,1,"lm.nb","NM_007315.3:239"
"DAB2-mRNA",1.17,0.716,-0.236,2.57,2.25,0.849,5.94,0.108,1,"lm.nb","NM_001244871.1:2475"
"S100A8-mRNA",-1.78,1.09,-3.91,0.359,0.292,0.0666,1.28,0.108,1,"lm.nb","NM_002964.4:365"
"CCNB1-mRNA",1.8,1.1,-0.365,3.96,3.48,0.777,15.6,0.108,1,"lm.nb","NM_031966.2:710"
"FOSL1-mRNA",0.928,0.57,-0.189,2.05,1.9,0.877,4.13,0.108,1,"lm.nb","NM_005438.3:1320"
"BBS1-mRNA",-0.933,0.573,-2.06,0.191,0.524,0.24,1.14,0.108,1,"lm.nb","NM_024649.4:82"
"STAT3-mRNA",1.67,1.03,-0.343,3.68,3.18,0.789,12.8,0.109,1,"lm.nb","NM_003150.3:2936"
"PARP9-mRNA",1.84,1.14,-0.385,4.06,3.58,0.766,16.7,0.11,1,"lm.nb","NM_001146103.1:1188"
"CD47-mRNA",1.36,0.839,-0.286,3,2.57,0.82,8.02,0.11,1,"lm.nb","NM_001777.3:901"
"TNFRSF11B-mRNA",1.45,0.903,-0.321,3.22,2.73,0.8,9.3,0.113,1,"lm.nb","NM_002546.3:572"
"ITPK1-mRNA",-0.574,0.359,-1.28,0.129,0.672,0.413,1.09,0.114,1,"lm.nb","NM_001142593.2:958"
"DDB2-mRNA",-1.02,0.636,-2.26,0.23,0.494,0.208,1.17,0.115,1,"lm.nb","NM_000107.2:1556"
"HELLS-mRNA",1.17,0.733,-0.266,2.61,2.25,0.832,6.1,0.115,1,"lm.nb","NM_001289067.1:191"
"RASAL1-mRNA",-1,0.631,-2.24,0.232,0.498,0.211,1.17,0.116,1,"lm.nb","NM_001193520.1:3097"
"RRM2-mRNA",1.45,0.917,-0.342,3.25,2.74,0.789,9.52,0.117,1,"lm.nb","NM_001034.1:490"
"PARP12-mRNA",1.45,0.919,-0.355,3.25,2.72,0.782,9.49,0.12,1,"lm.nb","NM_022750.3:1843"
"DTX3L-mRNA",1.1,0.699,-0.271,2.47,2.14,0.829,5.53,0.121,1,"lm.nb","NM_138287.3:1543"
"GIMAP4-mRNA",-1.41,0.895,-3.16,0.347,0.377,0.112,1.27,0.121,1,"lm.nb","NM_018326.2:315"
"FBP1-mRNA",-1.22,0.778,-2.75,0.304,0.429,0.149,1.23,0.121,1,"lm.nb","NM_001127628.1:488"
"IRF2-mRNA",-0.578,0.37,-1.3,0.147,0.67,0.405,1.11,0.123,1,"lm.nb","NM_002199.3:1624"
"EZH2-mRNA",0.679,0.435,-0.173,1.53,1.6,0.887,2.89,0.123,1,"lm.nb","NM_004456.4:1596"
"OLFML2B-mRNA",-1.25,0.801,-2.82,0.319,0.42,0.142,1.25,0.123,1,"lm.nb","NM_015441.1:2920"
"RB1-mRNA",1.53,0.989,-0.407,3.47,2.89,0.754,11.1,0.126,1,"lm.nb","NM_000321.2:2769"
"FCGR2B-mRNA",-1.42,0.92,-3.22,0.387,0.375,0.107,1.31,0.129,1,"lm.nb","NM_001002273.1:870"
"CYBB-mRNA",-1.47,0.962,-3.36,0.414,0.361,0.0976,1.33,0.131,1,"lm.nb","NM_000397.3:1034"
"BATF3-mRNA",-1.18,0.774,-2.69,0.341,0.443,0.155,1.27,0.133,1,"lm.nb","NM_018664.2:725"
"PIAS4-mRNA",-0.874,0.576,-2,0.256,0.546,0.249,1.19,0.134,1,"lm.nb","NM_015897.2:454"
"SREBF1-mRNA",1.68,1.11,-0.493,3.85,3.2,0.71,14.4,0.135,1,"lm.nb","NM_001005291.1:1392"
"IFNGR1-mRNA",1.29,0.854,-0.381,2.97,2.45,0.768,7.82,0.135,1,"lm.nb","NM_000416.2:1025"
"NFIL3-mRNA",1.06,0.704,-0.32,2.44,2.08,0.801,5.42,0.137,1,"lm.nb","NM_001289999.1:1466"
"ARG2-mRNA",-0.804,0.537,-1.86,0.25,0.573,0.276,1.19,0.14,1,"lm.nb","NM_001172.3:512"
"ITGAV-mRNA",1.14,0.77,-0.366,2.65,2.21,0.776,6.29,0.142,1,"lm.nb","NM_001144999.2:2701"
"ANLN-mRNA",1.83,1.23,-0.587,4.25,3.56,0.666,19.1,0.142,1,"lm.nb","NM_018685.2:240"
"NFKB2-mRNA",0.682,0.461,-0.221,1.58,1.6,0.858,3,0.143,1,"lm.nb","NM_001077494.3:1986"
"DPP4-mRNA",1.9,1.28,-0.616,4.41,3.73,0.652,21.3,0.144,1,"lm.nb","NM_001935.3:1861"
"TNFRSF10B-mRNA",1.78,1.21,-0.598,4.16,3.44,0.661,17.9,0.147,1,"lm.nb","NM_003842.3:565"
"RELB-mRNA",1.25,0.854,-0.424,2.92,2.38,0.746,7.59,0.148,1,"lm.nb","NM_006509.3:956"
"LDHB-mRNA",1.44,0.984,-0.492,3.36,2.71,0.711,10.3,0.149,1,"lm.nb","NM_001174097.2:1200"
"PIK3CA-mRNA",1,0.69,-0.35,2.36,2,0.784,5.12,0.151,1,"lm.nb","NM_006218.2:3296"
"HLA-DRA-mRNA",-1.46,1.01,-3.43,0.513,0.364,0.0928,1.43,0.152,1,"lm.nb","NM_019111.3:335"
"ENO1-mRNA",1.35,0.933,-0.477,3.18,2.55,0.719,9.07,0.152,1,"lm.nb","NM_001428.3:782"
"SRP54-mRNA",1.03,0.713,-0.364,2.43,2.05,0.777,5.39,0.152,1,"lm.nb","NM_001146282.1:951"
"IL32-mRNA",1.79,1.25,-0.656,4.24,3.47,0.635,18.9,0.156,1,"lm.nb","NM_004221.4:358"
"CXCL14-mRNA",1.33,0.934,-0.495,3.16,2.52,0.71,8.97,0.157,1,"lm.nb","NM_004887.4:990"
"RPL23-mRNA",1.4,0.979,-0.523,3.31,2.63,0.696,9.95,0.159,1,"lm.nb","NM_000978.3:100"
"WDR76-mRNA",-0.636,0.446,-1.51,0.239,0.644,0.351,1.18,0.159,1,"lm.nb","NM_024908.3:1875"
"EGR1-mRNA",0.618,0.438,-0.241,1.48,1.54,0.846,2.78,0.163,1,"lm.nb","NM_001964.2:2034"
"FCGR2A-mRNA",-1.29,0.916,-3.09,0.505,0.409,0.118,1.42,0.163,1,"lm.nb","NM_021642.3:60"
"ZC3H12A-mRNA",-1.18,0.844,-2.84,0.472,0.441,0.14,1.39,0.166,1,"lm.nb","NM_025079.2:1379"
"FLNB-mRNA",1.35,0.967,-0.544,3.25,2.55,0.686,9.49,0.167,1,"lm.nb","NM_001164319.1:8980"
"ZEB1-mRNA",1.43,1.02,-0.578,3.43,2.69,0.67,10.8,0.168,1,"lm.nb","NM_001128128.2:2292"
"PFKM-mRNA",-0.575,0.413,-1.38,0.234,0.671,0.383,1.18,0.168,1,"lm.nb","NM_000289.5:2672"
"MELK-mRNA",1.1,0.793,-0.455,2.66,2.14,0.729,6.3,0.17,1,"lm.nb","NM_014791.2:365"
"NECTIN2-mRNA",1.46,1.06,-0.607,3.54,2.76,0.656,11.6,0.171,1,"lm.nb","NM_001042724.1:1120"
"TYMS-mRNA",1.22,0.885,-0.514,2.95,2.33,0.7,7.74,0.173,1,"lm.nb","NM_001071.1:395"
"ZEB2-mRNA",-1.75,1.27,-4.24,0.742,0.298,0.0531,1.67,0.174,1,"lm.nb","NM_001171653.1:1879"
"CCL7-mRNA",-1.25,0.909,-3.03,0.534,0.421,0.123,1.45,0.174,1,"lm.nb","NM_006273.3:588"
"SLC16A1-mRNA",-1.42,1.03,-3.44,0.607,0.375,0.0922,1.52,0.175,1,"lm.nb","NM_003051.3:635"
"SFXN1-mRNA",1.12,0.818,-0.486,2.72,2.17,0.714,6.6,0.176,1,"lm.nb","NM_001322977.1:191"
"CTSS-mRNA",-1,0.737,-2.45,0.441,0.499,0.183,1.36,0.178,1,"lm.nb","NM_004079.3:685"
"CD40-mRNA",1.2,0.882,-0.533,2.93,2.29,0.691,7.6,0.18,1,"lm.nb","NM_001250.5:166"
"NFKB1-mRNA",1.03,0.761,-0.462,2.52,2.04,0.726,5.74,0.181,1,"lm.nb","NM_003998.3:2920"
"KRAS-mRNA",0.55,0.407,-0.247,1.35,1.46,0.843,2.54,0.181,1,"lm.nb","NM_004985.3:1790"
"HRAS-mRNA",0.922,0.681,-0.414,2.26,1.89,0.751,4.78,0.181,1,"lm.nb","NM_005343.3:842"
"PKM-mRNA",1.29,0.954,-0.581,3.16,2.44,0.669,8.93,0.181,1,"lm.nb","NM_001206796.2:1533"
"DUSP1-mRNA",1.11,0.827,-0.513,2.73,2.16,0.701,6.63,0.185,1,"lm.nb","NM_004417.3:1428"
"ALDOA-mRNA",0.974,0.727,-0.452,2.4,1.96,0.731,5.28,0.185,1,"lm.nb","NM_000034.3:2049"
"RPL7A-mRNA",1.16,0.869,-0.542,2.86,2.24,0.687,7.28,0.186,1,"lm.nb","NM_000972.2:657"
"CCL4-mRNA",-1.43,1.08,-3.54,0.674,0.37,0.0859,1.6,0.187,1,"lm.nb","NM_002984.2:35"
"SMAP1-mRNA",1.04,0.783,-0.495,2.58,2.06,0.709,5.96,0.189,1,"lm.nb","NM_001044305.2:823"
"ITGAE-mRNA",0.872,0.659,-0.419,2.16,1.83,0.748,4.48,0.19,1,"lm.nb","NM_002208.4:3647"
"IRF9-mRNA",0.852,0.649,-0.419,2.12,1.81,0.748,4.36,0.193,1,"lm.nb","NM_006084.4:723"
"IER3-mRNA",1.18,0.902,-0.586,2.95,2.27,0.666,7.72,0.195,1,"lm.nb","NM_003897.3:204"
"IFNAR1-mRNA",0.757,0.578,-0.377,1.89,1.69,0.77,3.71,0.195,1,"lm.nb","NM_000629.2:461"
"P4HA2-mRNA",1.43,1.12,-0.758,3.63,2.7,0.591,12.4,0.204,1,"lm.nb","NM_001017973.1:1748"
"IRF1-mRNA",0.793,0.619,-0.42,2.01,1.73,0.747,4.02,0.204,1,"lm.nb","NM_002198.2:557"
"GPR160-mRNA",1.68,1.32,-0.907,4.27,3.21,0.533,19.3,0.207,1,"lm.nb","NM_014373.1:760"
"BIRC5-mRNA",1.56,1.24,-0.859,3.99,2.96,0.551,15.9,0.21,1,"lm.nb","NM_001168.2:1215"
"CD14-mRNA",-1.17,0.927,-2.98,0.651,0.445,0.126,1.57,0.213,1,"lm.nb","NM_001174105.1:1020"
"MICB-mRNA",0.768,0.611,-0.43,1.97,1.7,0.742,3.91,0.213,1,"lm.nb","NM_005931.3:1387"
"HLA-DPA1-mRNA",-1.36,1.08,-3.48,0.764,0.39,0.0895,1.7,0.214,1,"lm.nb","NM_033554.2:857"
"FZD8-mRNA",-0.772,0.616,-1.98,0.436,0.586,0.254,1.35,0.215,1,"lm.nb","NM_031866.1:890"
"STC1-mRNA",1.09,0.871,-0.617,2.8,2.13,0.652,6.96,0.215,1,"lm.nb","NM_003155.2:2172"
"CDH1-mRNA",-1.27,1.02,-3.27,0.729,0.415,0.104,1.66,0.217,1,"lm.nb","NM_004360.3:379"
"PARP4-mRNA",0.589,0.473,-0.338,1.52,1.5,0.791,2.86,0.218,1,"lm.nb","NM_006437.3:1399"
"EPCAM-mRNA",1.5,1.21,-0.865,3.87,2.84,0.549,14.7,0.218,1,"lm.nb","NM_002354.2:499"
"PLOD2-mRNA",2.92,2.35,-1.7,7.53,7.55,0.309,185,0.22,1,"loglinear","NM_182943.2:2588"
"SMAD5-mRNA",0.556,0.453,-0.333,1.44,1.47,0.794,2.72,0.225,1,"lm.nb","NM_005903.5:5007"
"NBN-mRNA",1.22,0.993,-0.73,3.16,2.32,0.603,8.96,0.225,1,"lm.nb","NM_002485.4:1046"
"RAD50-mRNA",1.26,1.03,-0.757,3.28,2.39,0.592,9.68,0.225,1,"lm.nb","NM_005732.3:1357"
"OAS1-mRNA",1.26,1.03,-0.762,3.29,2.4,0.59,9.78,0.226,1,"lm.nb","NM_001032409.1:805"
