ID	gene_symbols	refseq_gene	chr	start	end	strand	ave_wt_perc	ave_mut_perc	wt_perc_qc	mut_perc_qc	log_ratio	perc_qval	alt_3ss	alt_5ss	exon_inclusion	exon_skipping	intron_retention	ave_wt_raw	ave_mut_raw	edger_gene_qval	3ss_mad_score	5ss_mad_score
chr16:30075569-30075781:+:start	ALDOA	ALDOA	chr16	30075569	30075781	+	5	0	7.4366198	0.0	-5.986027	0.07134525	False	False	False	False	False	106	0	NA	0.42241964	1.9787527
chr16:30780308-30780566:+:start	RNF40	RNF40	chr16	30780308	30780566	+	0	3	0.0	3.939394	5.221059	0.12946114	False	False	False	False	False	0	26	NA	-0.31440762	0.5502515
chr16:31202334-31202400:+:end			chr16	31202334	31202400	+	0	6	0.0	19.298244	6.101845	0.07134525	False	False	False	False	False	0	11	NA	-3.5189784	-3.3777137
chr17:4575443-4575467:-:end			chr17	4575443	4575467	-	0	2	0.0	6.4935064	4.46609	0.17553273	False	False	False	False	False	0	6	NA	-4.1282916	2.183375
chr17:80401673-80401817:+:start			chr17	80401673	80401817	+	0	19	0.0	25.0	7.9427757	0.1781252	False	False	False	False	False	0	10	NA	-3.3339481	-3.520769
chr19:13039411-13039568:-:end	FARSA	FARSA	chr19	13039411	13039568	-	0	1	0.0	2.0987654	3.796091	0.19952701	True	False	False	False	False	0	21	NA	-1.8176563	-0.98150045
chr19:13039477-13039568:-:end	FARSA	FARSA	chr19	13039477	13039568	-	100	98	100.0	99.03515	-3.7961078	0.19952701	True	False	False	False	False	1686	1541	NA	0.53759795	-0.98150045
chr19:49513323-49513846:+:start	RUVBL2	RUVBL2	chr19	49513323	49513846	+	0	1	0.0	1.815541	3.9581985	0.1918323	False	False	False	False	False	0	20	NA	2.0442407	0.5502515
chr19:49993169-49993736:+:end	RPL13A,FLT3LG	RPL13A	chr19	49993169	49993736	+	0	0	0.0	0.19955887	0.8645611	0.06920102	True	False	False	False	False	0	97	NA	-1.0622878	-0.5362907
chr19:49993169-49993736:+:start	RPL13A,FLT3LG	RPL13A	chr19	49993169	49993736	+	0	0	0.0	0.19088124	0.802989	0.06920102	True	False	False	False	False	0	97	NA	-1.0622878	-0.5362907
chr19:49993169-49993782:+:start	RPL13A,FLT3LG	RPL13A	chr19	49993169	49993782	+	0	0	0.0	0.05242358	0.0	0.17553273	True	False	False	False	False	0	24	NA	-2.8335648	-0.5362907
chr19:59067694-59068258:-:end	UBE2M	UBE2M	chr19	59067694	59068258	-	0	1	0.0	1.3052937	3.4970965	0.17553273	False	False	False	False	False	0	15	NA	1.3819817	2.1459413
chr19:59067694-59068258:-:start	UBE2M	UBE2M	chr19	59067694	59068258	-	0	1	0.0	1.1749347	3.3796978	0.17553273	False	False	False	False	False	0	15	NA	1.3819817	2.1459413
chr1:101458310-101460665:-:end	DPH5	DPH5	chr1	101458310	101460665	-	0	8	0.0	10.9375	6.5408044	0.19952701	False	False	False	False	False	0	17	NA	-0.432311	-0.53491426
chr1:1309741-1310084:-:end	AURKAIP1,CCNL2	AURKAIP1	chr1	1309741	1310084	-	0	1	0.0	1.396648	3.6625595	0.17553273	False	False	False	False	False	0	18	NA	-0.3149485	0.0934273
chr1:45478691-45478833:+:start	UROD	UROD	chr1	45478691	45478833	+	0	1	0.0	2.6737967	4.332993	0.17553273	False	False	False	False	False	0	18	NA	-0.7657402	1.668509
chr20:36631195-36634598:-:end	TTI1	TTI1	chr20	36631195	36634598	-	0	23	0.60975605	27.027025	7.229395	0.17553273	False	False	False	False	False	0	20	NA	0.19313373	1.4544263
chr22:19044699-19050714:-:end	DGCR11,DGCR2	DGCR2	chr22	19044699	19050714	-	0	13	0.0	18.78453	7.2950816	0.19935443	False	False	False	False	False	0	26	NA	0.57559854	1.0305092
chr2:27604626-27604992:-:end	PPM1G	PPM1G	chr2	27604626	27604992	-	0	2	0.0	2.3636363	4.522787	0.17553273	False	False	False	False	False	0	12	NA	0.0	1.7381651
chr2:85848702-85850728:+:start	USP39	USP39	chr2	85848702	85850728	+	0	6	0.0	8.83721	6.162616	0.17553273	True	False	False	False	False	0	27	NA	0.45704415	-0.12534718
chr2:85848702-85850748:+:end	USP39	USP39	chr2	85848702	85850748	+	100	13	100.0	16.666668	-12.599685	0.12833126	True	False	False	False	False	13	4	NA	1.1720078	-0.12534718
chr2:85850746-85850748:+:end	USP39	USP39	chr2	85850746	85850748	+	0	84	0.0	89.3617	12.438472	0.11137636	False	False	False	False	False	0	28	NA	1.1720078	-8.052197
chr3:48638222-48638407:-:end	UQCRC1	UQCRC1	chr3	48638222	48638407	-	0	2	0.0	2.5454545	4.6073995	0.12833126	False	False	False	False	False	0	26	NA	-0.7709715	-0.22875448
chr4:156721226-156723466:+:start	GUCY1B3	GUCY1B3	chr4	156721226	156723466	+	0	30	0.0	31.14754	8.779207	0.17553273	False	False	False	False	False	0	18	NA	1.0814636	-0.119620845
chr4:39458098-39459205:-:end	RPL9	RPL9	chr4	39458098	39459205	-	0	0	0.0	0.67625403	2.5070243	0.07134525	False	False	False	False	False	0	69	NA	2.68468	-0.44238332
chr4:83278525-83279811:-:end	HNRNPD	HNRNPD	chr4	83278525	83279811	-	0	0	0.0	0.95408463	3.0060997	0.17553273	False	False	False	False	False	0	14	NA	0.1051356	1.2105576
chr5:145883102-145883386:+:end	TCERG1	TCERG1	chr5	145883102	145883386	+	100	90	100.0	92.92453	-6.673436	0.17553273	False	False	False	False	False	194	163	NA	2.2184024	1.1818471
chr5:145883384-145883386:+:end	TCERG1	TCERG1	chr5	145883384	145883386	+	0	9	0.0	10.493827	6.6734176	0.17553273	False	False	False	False	False	0	16	NA	2.2184024	-5.6020613
chr5:170818803-170819746:+:start	NPM1	NPM1	chr5	170818803	170819746	+	0	0	0.0	1.1974075	3.2621617	0.06920102	False	False	False	False	False	0	165	NA	-1.4789133	0.37032133
chr6:33257397-33257615:+:start	PFDN6	PFDN6	chr6	33257397	33257615	+	0	5	0.0	6.9284067	5.9271355	0.12833126	False	False	False	False	False	0	24	NA	-0.3174946	0.49916658
chr6:41040823-41046743:+:start	NFYA	NFYA	chr6	41040823	41046743	+	0	14	0.0	15.492958	7.3711534	0.17553273	False	False	False	False	False	0	18	NA	-1.256056	-1.1859976
chr6:41046765-41046767:+:end	NFYA	NFYA	chr6	41046765	41046767	+	0	22	0.0	24.025974	8.155983	0.116863005	False	False	False	False	False	0	30	NA	0.45424893	-3.325331
chr6:44219621-44219845:+:start	HSP90AB1	HSP90AB1	chr6	44219621	44219845	+	0	0	0.0	0.67005545	2.3463244	0.17553273	False	False	False	False	False	0	21	NA	-0.21858807	0.0
chr7:26233330-26235466:-:end	HNRNPA2B1	HNRNPA2B1	chr7	26233330	26235466	-	0	1	0.0	1.9196587	3.8992882	0.109990366	False	False	False	False	False	0	42	NA	-0.038644638	0.7075238
chr8:86376327-86388026:+:end	CA2	CA2	chr8	86376327	86388026	+	0	0	0.0	1.1760752	3.2138262	0.17553273	False	False	False	False	False	0	28	NA	1.1367337	-2.5332413
chr9:139368938-139369649:-:start	SEC16A		chr9	139368938	139369649	-	5	0	17.525772	0.0	-5.953772	0.19935443	False	False	False	False	False	5	0	NA	0.5999133	0.43507758
chrX:47059013-47059808:+:start	INE1,UBA1	UBA1	chrX	47059013	47059808	+	0	4	0.1490313	5.581395	5.6493654	0.17553273	False	False	False	False	False	0	31	NA	0.8209415	1.0
chrX:73071865-73071909:+:start			chrX	73071865	73071909	+	12	0	21.606335	0.0	-7.156342	0.07134525	False	False	False	False	False	91	0	NA	-2.1485078	-0.4614093
