ID	gene_symbols	refseq_gene	chr	start	end	strand	ave_wt_perc	ave_mut_perc	wt_perc_qc	mut_perc_qc	log_ratio	perc_qval	alt_3ss	alt_5ss	exon_inclusion	exon_skipping	intron_retention	ave_wt_raw	ave_mut_raw	edger_gene_qval	3ss_mad_score	5ss_mad_score
chr12:49318894-49333437:-:end	ARF3,RP11-302B13.5,AC073610.5,FKBP11	ARF3,FKBP11	chr12	49318894	49333437	-	0	1	0.0	2.122905	3.9453382	0.15585467	False	False	False	False	False	0	12	NA	-0.6758031	1.1714072
chr12:54063123-54063654:-:end	RPL31P51,ATP5G2	ATP5G2	chr12	54063123	54063654	-	0	1	0.0	1.7188694	3.514135	0.08846526	False	False	False	False	False	0	32	NA	-0.7647829	-1.2664636
chr12:56607766-56615543:-:end	RNF41	RNF41	chr12	56607766	56615543	-	0	6	0.0	8.396947	6.1119933	0.16392522	False	False	False	False	False	0	9	NA	0.09549095	-1.5224353
chr12:57032980-57033763:-:end	SNORD59B,ATP5B,SNORD59A	ATP5B	chr12	57032980	57033763	-	0	0	0.0	0.44879642	1.9695392	0.19043073	False	False	False	False	False	0	10	NA	-0.18719056	2.6382434
chr12:57032980-57033763:-:start	SNORD59B,ATP5B,SNORD59A	ATP5B	chr12	57032980	57033763	-	0	0	0.0	0.2972973	1.3367815	0.19458325	False	False	False	False	False	0	10	NA	-0.18719056	2.6382434
chr12:69048032-69050880:+:end	RAP1B	RAP1B	chr12	69048032	69050880	+	0	2	0.0	3.380282	4.8286114	0.13763471	False	False	False	True	False	0	10	NA	0.8177074	-0.7490321
chr12:69048032-69050880:+:start	RAP1B	RAP1B	chr12	69048032	69050880	+	0	3	0.0	4.1044774	5.0952997	0.13763471	False	False	False	True	False	0	10	NA	0.8177074	-0.7490321
chr12:69050229-69050880:+:end	RAP1B	RAP1B	chr12	69050229	69050880	+	100	96	100.0	97.15026	-5.043813	0.19458325	False	False	True	False	False	400	364	NA	0.8177074	0.21411517
chr13:99127232-99127234:-:start	STK24	STK24	chr13	99127232	99127234	-	0	4	0.0	4.6728973	5.4195724	0.0994148	False	False	False	False	False	0	12	NA	0.5762481	-11.403252
chr13:99127232-99127503:-:end	STK24	STK24	chr13	99127232	99127503	-	100	96	100.0	97.45223	-5.0341783	0.13763471	True	False	False	False	False	311	286	NA	0.5762481	1.6465085
chr13:99127232-99127503:-:start	STK24	STK24	chr13	99127232	99127503	-	100	95	100.0	96.18056	-5.4195876	0.0994148	True	False	False	False	False	311	286	NA	0.5762481	1.6465085
chr13:99127256-99127503:-:end	STK24	STK24	chr13	99127256	99127503	-	0	3	0.0	3.8327527	5.0341616	0.13763471	True	False	False	False	False	0	9	NA	-1.744701	1.6465085
chr14:45578983-45583385:+:end	PRPF39	PRPF39	chr14	45578983	45583385	+	0	14	0.0	21.59091	7.3653035	0.17291681	False	False	False	False	False	0	10	NA	2.7795076	1.7375854
chr14:75356052-75356580:+:start	DLST	DLST	chr14	75356052	75356580	+	0	14	0.3215434	16.528925	5.8017263	0.062329482	True	False	False	False	False	1	48	NA	-1.5561347	1.7067547
chr14:75356052-75356599:+:end	DLST	DLST	chr14	75356052	75356599	+	98	81	99.33555	83.161514	-4.1444187	0.1924893	True	False	False	False	False	301	241	NA	0.9099136	1.7067547
chr14:75356597-75356599:+:end	DLST	DLST	chr14	75356597	75356599	+	1	18	1.8575851	22.058825	4.4019547	0.13763471	False	False	False	False	False	3	56	NA	0.9099136	-9.074023
chr14:94524243-94527258:-:end	DDX24	DDX24	chr14	94524243	94527258	-	0	1	0.0	2.4528303	4.3007507	0.19458325	False	False	False	False	False	0	9	NA	0.23046103	0.21354342
chr14:94524243-94527258:-:start	DDX24	DDX24	chr14	94524243	94527258	-	0	2	0.0	2.6000001	4.407104	0.19458325	False	False	False	False	False	0	9	NA	0.23046103	0.21354342
chr15:40338270-40348874:+:start	narpor,SRP14-AS1	SRP14-AS1	chr15	40338270	40348874	+	0	21	0.0	27.272728	8.110331	0.13763471	False	False	False	False	False	0	7	NA	-0.51023436	0.47534296
chr15:59970286-59972439:-:end	BNIP2	BNIP2	chr15	59970286	59972439	-	0	14	0.0	17.460318	7.371429	0.13763471	False	False	False	True	False	0	8	NA	0.41347623	0.39923924
chr15:59970286-59972439:-:start	BNIP2	BNIP2	chr15	59970286	59972439	-	0	12	0.0	15.94203	7.1224375	0.13763471	False	False	False	True	False	0	8	NA	0.41347623	0.39923924
chr15:59971967-59972439:-:end	BNIP2	BNIP2	chr15	59971967	59972439	-	100	85	100.0	89.090904	-7.3714476	0.13763471	False	False	True	False	False	60	51	NA	1.800287	0.39923924
chr15:64452336-64455050:-:end	PPIB	PPIB	chr15	64452336	64455050	-	0	0	0.0	1.0919338	3.0418477	0.097643584	False	False	False	False	False	0	24	NA	-0.84041643	-2.758924
chr15:66792531-66792630:-:end	RPL4	RPL4	chr15	66792531	66792630	-	0	0	0.0	0.08210181	0.0	0.13763471	False	False	False	False	False	0	11	NA	-1.3502649	-1.6687311
chr15:77348205-77363233:-:end	TSPAN3	TSPAN3	chr15	77348205	77363233	-	0	1	0.0	1.8382354	3.8658195	0.16407895	False	False	False	False	False	0	11	NA	0.71805316	-1.0170556
chr15:78834272-78836531:+:end	PSMA4	PSMA4	chr15	78834272	78836531	+	0	0	0.0	0.55746144	2.0197854	0.19458325	False	False	False	False	False	0	9	NA	1.3574941	0.9045668
chr15:79185969-79187161:+:end	MORF4L1	MORF4L1	chr15	79185969	79187161	+	0	1	0.10775862	2.4271843	4.1470113	0.18808039	False	False	False	False	False	0	18	NA	0.0	-0.98611546
chr15:79185969-79187161:+:start	MORF4L1	MORF4L1	chr15	79185969	79187161	+	0	1	0.06531678	1.5078408	3.4429917	0.1820217	False	False	False	False	False	0	18	NA	0.0	-0.98611546
chr15:83202037-83207056:-:end	RPS17L,sukama,DNM1P42	RPS17L,RPS17	chr15	83202037	83207056	-	0	0	1.5151515	0.0464738	-2.342289	0.06276269	True	False	False	False	False	0	1	NA	-0.61906683	1.0
chr15:83205632-83205634:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83205632	83205634	-	42	0	73.333336	0.28191704	-8.945616	0.13763471	False	False	False	False	True	11	8	NA	1.3128414	-8.431851
chr15:83205632-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83205632	83207056	-	41	99	72.72727	99.72116	8.620528	0.12765212	True	False	True	True	False	38	6289	NA	1.3128414	1.0
chr15:83205632-83208731:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83205632	83208731	-	0	0	0.0	0.03175611	0.0	0.15585467	False	False	False	True	False	0	0	NA	1.3128414	0.064395934
chr15:83205632-83208731:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83205632	83208731	-	0	0	0.0	0.023277467	0.0	0.100810125	False	False	False	True	False	0	0	NA	1.3128414	0.064395934
chr15:83206450-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83206450	83207056	-	0	0	2.2727273	0.10068466	-2.9309182	0.1407887	True	False	False	False	False	1	3	NA	-0.23334326	1.0
chr15:83206765-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83206765	83207056	-	1	0	4.5454545	0.0	-3.9419732	0.1335553	True	False	False	False	False	0	0	NA	-0.92103153	1.0
chr15:83206793-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83206793	83207056	-	4	0	9.090909	0.12082158	-5.3944855	0.18808039	True	False	True	False	False	2	2	NA	0.86650115	1.0
chr15:83207054-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83207054	83207056	-	51	0	77.27273	0.31710503	-8.825264	0.06924674	False	False	False	False	True	22	14	NA	-4.1639304	1.0
chr15:83207122-83207124:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207122	83207124	-	42	0	63.333332	0.2788104	-8.464062	0.12566698	False	False	False	False	True	12	16	NA	1.135728	-9.3724985
chr15:83207122-83207630:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83207122	83207630	-	51	99	88.679245	99.77418	8.114204	0.15807457	False	False	True	False	False	37	7962	NA	1.135728	-0.38655293
chr15:83207122-83207630:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207122	83207630	-	57	99	89.52381	99.85474	8.369837	0.13204129	False	False	True	False	False	37	7962	NA	1.135728	-0.38655293
chr15:83207122-83208731:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207122	83208731	-	0	0	0.0	0.041999158	0.0	0.13763471	False	False	True	True	False	0	1	NA	1.135728	0.064395934
chr15:83207628-83207630:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83207628	83207630	-	32	0	61.11111	0.2098856	-8.173942	0.093451306	False	False	False	False	True	11	13	NA	-4.1866746	-0.38655293
chr15:83207736-83207738:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207736	83207738	-	9	0	12.345679	0.27114967	-5.458091	0.13568927	False	False	False	False	True	8	12	NA	-0.43962404	-10.402189
chr15:83207736-83208731:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83207736	83208731	-	66	99	85.03937	99.46015	6.1810875	0.107320905	False	False	True	False	False	110	5203	NA	-0.43962404	0.064395934
chr15:83207736-83208731:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207736	83208731	-	87	99	96.42857	99.79289	5.520607	0.1720832	False	False	True	False	False	110	5203	NA	-0.43962404	0.064395934
chr15:83208729-83208731:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83208729	83208731	-	31	0	40.476192	0.85293365	-6.2027097	0.09580925	False	False	False	False	True	38	30	NA	-6.147676	0.064395934
chr15:83208883-83208885:-:start	RPS17L,RP11-152F13.10,sukama	RPS17L,RPS17	chr15	83208883	83208885	-	82	5	92.413795	5.8541594	-6.403163	0.11664796	False	False	False	False	True	203	220	NA	-0.28943393	-10.061228
chr15:83208883-83209176:-:end	RPS17L,RP11-152F13.10,sukama	RPS17L,RPS17	chr15	83208883	83209176	-	34	98	67.132866	98.59964	6.8126135	0.13763471	False	True	False	False	False	39	3977	NA	-0.28943393	0.09688198
chr15:83208883-83209176:-:start	RPS17L,RP11-152F13.10,sukama	RPS17L,RPS17	chr15	83208883	83209176	-	14	94	34.042553	95.04742	6.68725	0.13763471	False	True	False	False	False	39	3977	NA	-0.28943393	0.09688198
chr15:83208883-83215190:-:start	RPS17L,RP11-152F13.10,CPEB1,sukama	RPS17L,RPS17,CPEB1	chr15	83208883	83215190	-	2	0	3.9772727	0.14158575	-4.740136	0.10119946	False	True	False	False	False	7	4	NA	-0.28943393	0.16348818
chr15:83209174-83209176:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83209174	83209176	-	65	1	84.44444	2.052786	-6.8126154	0.13763471	False	False	False	False	True	47	68	NA	-6.2079067	0.09688198
chr15:85186954-85189414:-:end	WDR73	WDR73	chr15	85186954	85189414	-	0	10	0.61728394	12.030075	5.859069	0.13763471	False	False	False	False	False	0	13	NA	1.8639965	-1.6755745
chr16:104058-105788:+:start	SNRNP25	SNRNP25	chr16	104058	105788	+	0	2	0.0	2.3131673	4.388053	0.09548349	False	False	False	False	False	0	13	NA	-2.2520466	1.0246323
chr16:2011184-2011531:+:start			chr16	2011184	2011531	+	0	0	0.0	1.0839161	3.180604	0.06276269	False	False	False	False	False	0	26	NA	-0.5220119	-1.2179058
chr16:23491208-23494243:-:end	GGA2,EARS2	GGA2	chr16	23491208	23494243	-	0	9	1.0033444	9.740259	3.5206044	0.17291681	False	False	False	False	False	2	25	NA	-0.9132726	0.47824588
chr16:23491208-23494243:-:start	GGA2,EARS2	GGA2	chr16	23491208	23494243	-	1	11	1.3761468	14.423077	3.5160484	0.199122	False	False	False	False	False	2	25	NA	-0.9132726	0.47824588
chr16:29827474-29827826:+:end			chr16	29827474	29827826	+	0	6	0.0	8.207343	6.071069	0.06984455	False	False	False	False	False	0	28	NA	0.12588277	0.44304222
chr16:29827824-29827826:+:end			chr16	29827824	29827826	+	100	93	100.0	95.92668	-6.0875816	0.1130341	False	False	False	False	False	514	430	NA	0.12588277	-10.379094
chr16:30780308-30780566:+:start	RNF40	RNF40	chr16	30780308	30780566	+	0	3	0.0	3.6986303	5.030318	0.06924674	False	False	False	False	False	0	21	NA	-1.0597697	-0.9341888
chr16:3714272-3714274:-:end	TRAP1	TRAP1	chr16	3714272	3714274	-	0	0	1.0587102	0.0	-3.0659494	0.13763471	False	False	False	False	False	8	0	NA	-7.2036257	0.7182525
chr16:46725032-46729928:+:start	ORC6,ORC6L	ORC6	chr16	46725032	46729928	+	0	2	0.0	2.9411764	4.5594206	0.19458325	False	False	False	False	False	0	6	NA	-0.41327864	1.04312
chr16:89784308-89784441:-:start			chr16	89784308	89784441	-	0	14	0.0	18.4	7.4022455	0.07025461	False	False	False	False	False	0	18	NA	-3.0909917	-1.0531929
chr17:17158259-17171198:-:end	COPS3	COPS3	chr17	17158259	17171198	-	0	2	0.0	3.2629557	4.8790975	0.11060399	False	False	False	False	False	0	14	NA	0.41705513	1.709324
chr17:17158259-17171198:-:start	COPS3	COPS3	chr17	17158259	17171198	-	0	3	0.0	3.7037036	5.100765	0.098887995	False	False	False	False	False	0	14	NA	0.41705513	1.709324
chr17:30662368-30666877:-:start			chr17	30662368	30666877	-	0	8	0.0	10.10101	6.460477	0.13763471	False	False	False	False	False	0	8	NA	1.310308	-2.5342014
chr17:40986393-40986535:+:start	PSME3	PSME3	chr17	40986393	40986535	+	3	0	4.425711	0.0	-5.292948	0.062329482	False	False	False	False	False	33	0	NA	0.32765794	2.0749109
chr17:4851756-4852238:-:end	PFN1		chr17	4851756	4852238	-	0	80	0.0	87.188614	12.014794	0.03345395	True	False	False	False	False	0	197	NA	-1.8118595	-0.036754817
chr17:4851850-4852238:-:end	PFN1		chr17	4851850	4852238	-	59	6	70.0	8.290155	-4.513038	0.13763471	True	False	False	False	False	47	14	NA	-4.1778417	-0.036754817
chr17:56082978-56083161:-:end	SRSF1	SRSF1	chr17	56082978	56083161	-	0	2	0.0	2.735318	4.5694547	0.06276269	False	False	False	False	False	0	28	NA	-2.1618693	1.0086381
chr17:62496444-62498127:-:end	DDX5	DDX5	chr17	62496444	62498127	-	0	8	0.921659	9.606482	4.0383377	0.13763471	False	True	False	False	False	5	71	NA	0.6599968	-0.49783298
chr17:62496444-62498127:-:start	DDX5	DDX5	chr17	62496444	62498127	-	0	7	0.7744434	8.490566	4.0860167	0.13763471	False	True	False	False	False	5	71	NA	0.6599968	-0.49783298
chr17:62496444-62498279:-:end	DDX5	DDX5	chr17	62496444	62498279	-	0	2	0.0	2.7631578	4.528245	0.10508175	False	True	False	False	False	0	15	NA	0.6599968	-0.17453332
chr17:62496444-62498279:-:start	DDX5	DDX5	chr17	62496444	62498279	-	0	1	0.0	2.1276596	4.1178355	0.1130341	False	True	False	False	False	0	15	NA	0.6599968	-0.17453332
chr17:7214441-7214668:+:start	EIF5A	EIF5A	chr17	7214441	7214668	+	97	99	97.70817	99.97703	4.7295437	0.13763471	False	False	False	False	False	6423	7738	NA	-0.40197703	1.8417212
chr17:73700894-73702419:+:end	SAP30BP	SAP30BP	chr17	73700894	73702419	+	0	5	0.0	6.0439563	5.7555375	0.13293742	False	False	False	False	False	0	10	NA	1.3247219	0.094600245
chr17:73700894-73702419:+:start	SAP30BP	SAP30BP	chr17	73700894	73702419	+	0	4	0.0	5.820106	5.6017947	0.13763471	False	False	False	False	False	0	10	NA	1.3247219	0.094600245
chr17:7477626-7478436:+:end	SENP3-EIF4A1,SENP3,SNORA67,EIF4A1	SENP3-EIF4A1,EIF4A1	chr17	7477626	7478436	+	0	0	0.04220003	0.41196662	1.9883857	0.16392522	False	False	False	False	False	2	37	NA	0.7431119	0.8255117
chr17:7477626-7478436:+:start	SENP3-EIF4A1,SENP3,SNORA67,EIF4A1	SENP3-EIF4A1,EIF4A1	chr17	7477626	7478436	+	0	0	0.03904725	0.38945144	1.9058609	0.16257186	False	False	False	False	False	2	37	NA	0.7431119	0.8255117
chr17:79479144-79479257:-:end	ACTG1	ACTG1	chr17	79479144	79479257	-	2	0	2.7848103	0.0	-4.7131925	0.031141602	False	False	False	False	False	299	0	NA	-2.2004125	2.4208064
chr17:8108362-8109808:-:end	AURKB	AURKB	chr17	8108362	8109808	-	0	2	0.1310616	2.7954257	4.4381747	0.16698322	False	False	False	False	False	0	16	NA	0.18826944	0.58362746
chr17:8108362-8109808:-:start	AURKB	AURKB	chr17	8108362	8109808	-	0	2	0.16447368	3.4920638	4.7866764	0.15811229	False	False	False	False	False	0	16	NA	0.18826944	0.58362746
chr17:8283206-8285460:-:end	RPL26,RP11-849F2.7	RPL26	chr17	8283206	8285460	-	0	0	0.77001745	0.0	-2.7604332	0.03345395	False	False	False	False	False	119	0	NA	-1.4344338	1.6115818
chr18:32915140-32919792:-:end	ZNF24	ZNF24	chr18	32915140	32919792	-	0	3	0.0	4.2372885	5.332742	0.18639131	False	False	False	False	False	0	5	NA	0.26915815	-0.12247253
chr19:10217347-10218780:+:start	PPAN,PPAN-P2RY11	PPAN,PPAN-P2RY11	chr19	10217347	10218780	+	0	3	0.0	4.3715844	4.974609	0.15190837	False	False	False	False	False	0	11	NA	-0.9150491	-0.7847704
chr19:11552172-11556208:+:start	PRKCSH	PRKCSH	chr19	11552172	11556208	+	2	0	2.7237353	0.0	-4.761476	0.06276269	False	False	False	False	False	20	0	NA	-1.4083055	2.1133764
chr19:19612793-19613139:+:end	GATAD2A	GATAD2A	chr19	19612793	19613139	+	2	0	2.777778	0.0	-4.350621	0.19458325	False	False	False	False	False	7	0	NA	0.15902881	-1.2300838
chr19:41800591-41809876:+:end	HNRNPUL1	HNRNPUL1	chr19	41800591	41809876	+	0	0	0.0	0.79016685	2.6847515	0.17758788	False	False	False	False	False	0	7	NA	-0.20540693	-0.5500958
chr19:41800591-41809876:+:start	HNRNPUL1	HNRNPUL1	chr19	41800591	41809876	+	0	0	0.0	0.8498584	2.912765	0.19122018	False	False	False	False	False	0	7	NA	-0.20540693	-0.5500958
chr19:42365281-42373159:+:start	RPS19	RPS19	chr19	42365281	42373159	+	0	0	0.8769585	0.0	-3.0579543	0.03345395	False	False	False	False	False	152	0	NA	-2.4128008	0.59293526
chr19:49119192-49119982:-:end	RPL18,FAM83E	RPL18	chr19	49119192	49119982	-	0	0	0.0	0.37356693	1.7924871	0.05558738	False	False	False	False	False	0	60	NA	-1.9004163	0.9094488
chr19:49994121-49994774:+:start	RPL13A,FLT3LG	RPL13A,RPL13AP5	chr19	49994121	49994774	+	0	0	0.0	0.06621577	0.0	0.1316036	False	False	False	False	False	0	13	NA	-4.312721	0.9094488
chr19:50185322-50189349:+:end	PRMT1,C19orf76	PRMT1	chr19	50185322	50189349	+	0	0	0.0	1.1340207	3.2905307	0.100810125	False	False	False	False	False	0	17	NA	-0.09720989	0.13104448
chr19:50185322-50189349:+:start	PRMT1,C19orf76	PRMT1	chr19	50185322	50189349	+	0	0	0.0	0.7470289	2.8183932	0.100810125	False	False	False	False	False	0	17	NA	-0.09720989	0.13104448
chr19:54704756-54705033:+:end	RPS9	RPS9	chr19	54704756	54705033	+	2	0	2.7247033	0.23267576	-3.6028275	0.12287787	False	False	False	False	False	220	22	NA	-1.6947079	0.8599609
chr19:54704756-54705033:+:start	RPS9	RPS9	chr19	54704756	54705033	+	2	0	3.1585846	0.27515253	-3.6088033	0.12287787	False	False	False	False	False	220	22	NA	-1.6947079	0.8599609
chr19:54705031-54705033:+:end	RPS9		chr19	54705031	54705033	+	97	99	97.61223	99.77301	3.327448	0.14364973	False	False	False	False	False	8371	10552	NA	-1.6947079	-7.341401
chr19:55776746-55785765:-:end	HSPBP1	HSPBP1	chr19	55776746	55785765	-	0	2	0.0	3.1609197	4.902962	0.12151986	False	False	False	False	False	0	10	NA	-2.0668013	-1.0276853
chr19:55776746-55785765:-:start	HSPBP1	HSPBP1	chr19	55776746	55785765	-	0	3	0.0	4.453441	5.2792287	0.1214015	False	False	False	False	False	0	10	NA	-2.0668013	-1.0276853
chr19:58817582-58823534:+:start	LOC113386,ERVK3-1,AC010642.1,ZNF8		chr19	58817582	58823534	+	4	0	4.7445254	0.0	-5.450991	0.13763471	False	False	False	False	False	14	0	NA	0.02828049	-0.674101
chr19:8533718-8551907:+:end	HNRNPM	HNRNPM	chr19	8533718	8551907	+	0	0	0.0	0.56	2.252276	0.19458325	False	False	False	False	False	0	5	NA	0.98670024	-0.7722165
chr19:8533718-8551907:+:start	HNRNPM	HNRNPM	chr19	8533718	8551907	+	0	0	0.0	0.56497175	2.2695837	0.19295035	False	False	False	False	False	0	5	NA	0.98670024	-0.7722165
chr1:101458310-101460665:-:end	DPH5	DPH5	chr1	101458310	101460665	-	0	6	0.0	7.171315	6.0053554	0.08846526	False	False	False	False	False	0	14	NA	-2.6439734	0.31467122
chr1:115280693-115300545:-:end	SIKE1,NRAS,CSDE1	CSDE1	chr1	115280693	115300545	-	0	3	0.37128714	4.0913415	4.069833	0.19832344	False	False	False	False	False	1	33	NA	0.6079099	0.25739667
chr1:1154013-1158623:-:end	SDF4	SDF4	chr1	1154013	1158623	-	0	2	0.0	3.5805628	4.7845354	0.13763471	False	False	False	False	False	0	12	NA	-0.82851183	-0.63141155
chr1:1154013-1158623:-:start	SDF4	SDF4	chr1	1154013	1158623	-	0	2	0.0	3.4912717	4.800359	0.13763471	False	False	False	False	False	0	12	NA	-0.82851183	-0.63141155
chr1:1309741-1310084:-:end	AURKAIP1,CCNL2	AURKAIP1	chr1	1309741	1310084	-	0	2	0.0	3.5384614	4.458608	0.100810125	False	False	False	False	False	0	32	NA	-1.9322933	0.66711193
