ID	gene_symbols	refseq_gene	chr	start	end	strand	ave_wt_perc	ave_mut_perc	wt_perc_qc	mut_perc_qc	log_ratio	perc_qval	alt_3ss	alt_5ss	exon_inclusion	exon_skipping	intron_retention	ave_wt_raw	ave_mut_raw	edger_gene_qval	3ss_mad_score	5ss_mad_score
chr15:59970286-59972439:-:start	BNIP2	BNIP2	chr15	59970286	59972439	-	0	11	0.0	11.904762	6.96612	0.17282757	False	False	False	False	False	0	8	NA	0.6000403	-0.13880533
chr15:64452336-64455050:-:end	PPIB	PPIB	chr15	64452336	64455050	-	0	0	0.0	0.7866583	2.5062356	0.18856803	False	False	False	False	False	0	16	NA	-0.829728	-2.41004
chr15:72511451-72523664:-:end	PKM2,PKM	PKM	chr15	72511451	72523664	-	11	76	15.204679	80.769226	4.6900396	0.1883804	False	False	False	False	False	22	19	NA	0.30939987	0.30640104
chr15:72523662-72523664:-:end	PKM2,PKM		chr15	72523662	72523664	-	1	23	2.2123895	30.000002	4.403644	0.1883804	False	False	False	False	False	3	5	NA	-3.010943	0.30640104
chr15:83202037-83207056:-:end	RPS17L,sukama,DNM1P42	RPS17L,RPS17	chr15	83202037	83207056	-	0	0	1.5151515	0.033512067	-2.342289	0.102866344	True	False	False	False	False	0	0	NA	0.022189079	0.63900805
chr15:83205756-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83205756	83207056	-	0	0	0.0	0.016756034	0.0	0.1899913	True	False	False	False	False	0	0	NA	-0.60831624	0.63900805
chr15:83206730-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83206730	83207056	-	0	0	0.0	0.015797788	0.0	0.1883804	True	False	False	False	False	0	0	NA	0.04590507	0.63900805
chr15:83206793-83207056:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83206793	83207056	-	4	0	9.090909	0.033512067	-5.3944855	0.13446514	True	False	False	False	False	2	0	NA	1.3254538	0.63900805
chr15:83207122-83207124:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207122	83207124	-	42	0	63.333332	0.44715446	-7.8251166	0.19872943	False	False	False	False	True	12	18	NA	0.5536972	-11.772382
chr15:83207122-83208731:-:start	RPS17L,sukama	RPS17L,RPS17	chr15	83207122	83208731	-	0	0	0.0	0.023963576	0.0	0.1883804	False	False	False	False	False	0	0	NA	0.5536972	-0.089717574
chr15:83207628-83207630:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83207628	83207630	-	32	0	61.11111	0.25095603	-7.632751	0.13288353	False	False	False	False	False	11	15	NA	-2.509714	0.2686475
chr15:83208729-83208731:-:end	RPS17L,sukama	RPS17L,RPS17	chr15	83208729	83208731	-	31	0	40.476192	0.6492189	-6.532022	0.126399	False	False	False	False	True	38	27	NA	-4.7103662	-0.089717574
chr16:104058-105788:+:start	SNRNP25	SNRNP25	chr16	104058	105788	+	0	2	0.0	3.0015798	4.531611	0.15414871	False	False	False	False	False	0	15	NA	-1.8026438	0.27878553
chr16:11935600-11945264:-:end	RSL1D1	RSL1D1	chr16	11935600	11945264	-	0	2	0.0	2.8985507	4.7731256	0.09261025	False	False	False	False	False	0	34	NA	0.7986737	1.8238577
chr16:2013250-2014276:-:end	SNORA64,RPS2,SNORA10	RPS2	chr16	2013250	2014276	-	0	0	0.32054365	0.0	-1.3276186	0.09261025	False	False	False	False	False	80	0	NA	-0.45121127	0.4365905
chr16:2305727-2312740:-:end	RNPS1	RNPS1	chr16	2305727	2312740	-	0	0	0.0	1.0476191	3.0841985	0.1918922	False	False	False	False	False	0	9	NA	1.1094894	1.5904732
chr16:2305727-2312740:-:start	RNPS1	RNPS1	chr16	2305727	2312740	-	0	0	0.0	0.74931884	2.5994115	0.1883804	False	False	False	False	False	0	9	NA	1.1094894	1.5904732
chr16:84773975-84797691:+:start	USP10	USP10	chr16	84773975	84797691	+	0	2	0.0	2.5	4.464489	0.1918922	False	False	False	False	False	0	7	NA	0.68807024	0.2257935
chr16:89627724-89628006:+:end	SNORD68,RPL13	RPL13	chr16	89627724	89628006	+	0	0	0.0	1.1064072	2.865109	0.1883804	False	False	False	False	False	0	260	NA	-1.6393083	-5.005942
chr17:56082978-56083161:-:end	SRSF1	SRSF1	chr17	56082978	56083161	-	0	1	0.0	1.6009853	3.809989	0.1440079	False	False	False	False	False	0	19	NA	-1.0642619	0.28913236
chr17:62496444-62498279:-:start	DDX5	DDX5	chr17	62496444	62498279	-	0	1	0.0	1.6629713	3.7452154	0.1918922	False	False	False	False	False	0	12	NA	1.0	0.2893226
chr17:62498341-62499043:-:end	DDX5	DDX5	chr17	62498341	62499043	-	0	1	0.0	1.4705882	3.6248288	0.1918922	False	False	False	False	False	0	9	NA	0.69650054	0.7155903
chr17:62498341-62499043:-:start	DDX5	DDX5	chr17	62498341	62499043	-	0	1	0.0	1.2571429	3.4473333	0.1883804	False	False	False	False	False	0	9	NA	0.69650054	0.7155903
chr17:79849709-79851429:+:start	ANAPC11,NPB	ANAPC11	chr17	79849709	79851429	+	0	1	0.0	1.4197531	3.4811277	0.126399	False	False	False	False	False	0	17	NA	1.1852299	-2.9248984
chr19:15491444-15507960:-:end	AKAP8L	AKAP8L	chr19	15491444	15507960	-	0	7	0.0	9.160306	6.313303	0.15174328	False	False	False	False	False	0	10	NA	-1.4104676	0.18891002
chr19:2269743-2271512:+:end	SPPL2B,OAZ1	OAZ1	chr19	2269743	2271512	+	0	0	0.0	0.2558673	1.2288895	0.09261025	False	False	False	False	False	0	26	NA	-1.1408336	2.2926173
chr19:2269743-2271512:+:start	SPPL2B,OAZ1	OAZ1	chr19	2269743	2271512	+	0	0	0.0	0.3896802	1.8199205	0.09261025	False	False	False	False	False	0	26	NA	-1.1408336	2.2926173
chr19:50185184-50189418:+:start	PRMT1,C19orf76		chr19	50185184	50189418	+	0	1	0.0	1.8028846	3.6154637	0.126399	False	False	False	False	False	0	36	NA	-1.5040741	-1.0832132
chr19:55776746-55785765:-:end	HSPBP1	HSPBP1	chr19	55776746	55785765	-	0	4	0.0	6.2730627	5.601333	0.126399	False	False	False	False	False	0	15	NA	-1.1627296	-2.1162717
chr19:55776746-55785765:-:start	HSPBP1	HSPBP1	chr19	55776746	55785765	-	0	5	0.0	6.995885	5.907774	0.11299729	False	False	False	False	False	0	15	NA	-1.1627296	-2.1162717
chr1:101458310-101460665:-:end	DPH5	DPH5	chr1	101458310	101460665	-	0	6	0.0	9.036144	6.1730576	0.102866344	False	False	False	False	False	0	19	NA	-1.9264127	-0.007856626
chr1:1309741-1310084:-:end	AURKAIP1,CCNL2	AURKAIP1	chr1	1309741	1310084	-	0	1	0.0	1.8907564	4.1171536	0.09261025	False	False	False	False	False	0	26	NA	-1.6190503	-1.0290065
chr1:226562076-226564808:-:end	PARP1	PARP1	chr1	226562076	226564808	-	0	0	0.0	0.8272059	2.9454079	0.1883804	False	False	False	False	False	0	9	NA	-0.037815113	-0.92025423
chr1:226574137-226576356:-:end	PARP1	PARP1	chr1	226574137	226576356	-	0	2	0.0	2.202869	4.379553	0.09261025	True	False	False	False	False	0	38	NA	-0.7047638	2.196811
chr1:226574143-226576356:-:end	PARP1	PARP1	chr1	226574143	226576356	-	99	97	100.0	98.0425	-4.379568	0.13288353	True	False	False	False	False	1679	1853	NA	-0.7137607	2.196811
chr1:228270466-228285042:+:end	ARF1,MIR3620	ARF1,MIR3620	chr1	228270466	228285042	+	0	0	0.0	0.78277886	2.7244215	0.126399	False	False	False	False	False	0	20	NA	-1.1805775	0.92027086
chr1:228270466-228285042:+:start	ARF1,MIR3620	ARF1,MIR3620	chr1	228270466	228285042	+	0	0	0.0	1.0570025	3.0807834	0.126399	False	False	False	False	False	0	20	NA	-1.1805775	0.92027086
chr1:23640195-23660010:-:end	HNRNPR	HNRNPR	chr1	23640195	23660010	-	0	2	0.0	3.0567684	4.639395	0.126399	False	True	False	False	False	0	18	NA	1.0454891	2.7445498
chr1:23640195-23660010:-:start	HNRNPR	HNRNPR	chr1	23640195	23660010	-	0	1	0.0	2.3255813	4.2153606	0.13288353	False	True	False	False	False	0	18	NA	1.0454891	2.7445498
chr1:23640195-23664246:-:end	HNRNPR	HNRNPR	chr1	23640195	23664246	-	0	1	0.0	2.2861981	4.2627006	0.13288353	False	True	False	False	False	0	19	NA	1.0454891	0.46671924
chr1:23640195-23664246:-:start	HNRNPR	HNRNPR	chr1	23640195	23664246	-	0	1	0.0	2.2425249	4.274513	0.13288353	False	True	False	False	False	0	19	NA	1.0454891	0.46671924
chr1:28159327-28169696:+:end	PPP1R8	PPP1R8	chr1	28159327	28169696	+	0	3	0.0	4.402516	4.9969354	0.1883804	False	False	False	False	False	0	10	NA	-0.79151183	-0.058269825
chr1:28159327-28169696:+:start	PPP1R8	PPP1R8	chr1	28159327	28169696	+	0	2	0.0	3.4653466	4.6780457	0.18665962	False	False	False	False	False	0	10	NA	-0.79151183	-0.058269825
chr1:32096315-32098095:-:end	PEF1	PEF1	chr1	32096315	32098095	-	0	0	0.0	1.1538461	3.3197908	0.1883804	False	False	False	False	False	0	9	NA	-0.7991464	0.31156242
chr1:33234376-33238465:+:start	KIAA1522	KIAA1522	chr1	33234376	33238465	+	0	5	0.0	7.0	5.878813	0.19265245	False	False	False	False	False	0	7	NA	1.1959388	-1.289728
chr1:33474288-33476365:-:end	AK2		chr1	33474288	33476365	-	0	1	0.0	5.5096416	4.224223	0.15414871	False	False	False	False	False	0	6	NA	0.7278251	-2.378014
chr1:46078920-46079964:+:end	NASP	NASP	chr1	46078920	46079964	+	0	1	0.106496274	1.899593	4.1823072	0.1883804	False	False	False	False	False	0	14	NA	0.9321241	1.3470216
chr1:46078920-46079964:+:start	NASP	NASP	chr1	46078920	46079964	+	0	1	0.11025359	1.8617021	4.155396	0.19271603	False	False	False	False	False	0	14	NA	0.9321241	1.3470216
chr1:64114323-64120024:+:start	PGM1	PGM1	chr1	64114323	64120024	+	0	1	0.0	1.9960079	4.214576	0.1883804	False	False	False	False	False	0	9	NA	0.3162111	0.32182795
chr20:2442439-2443386:-:start	ZNF343,SNRPB	SNRPB	chr20	2442439	2443386	-	0	3	0.0	4.0659986	5.2261295	0.09261025	False	False	False	False	False	0	65	NA	0.9464777	-1.5089461
chr20:34144042-34144725:+:start	ERGIC3	ERGIC3	chr20	34144042	34144725	+	0	8	0.7898894	8.746356	4.07753	0.18038085	False	False	False	False	False	3	58	NA	-1.4488713	1.5691459
chr20:34313077-34326889:-:end	RBM39	RBM39	chr20	34313077	34326889	-	0	1	0.0	2.108678	4.072792	0.16358824	False	False	False	False	False	0	18	NA	0.39820427	0.1713236
chr20:34313077-34326889:-:start	RBM39	RBM39	chr20	34313077	34326889	-	0	2	0.0	2.5565388	4.445614	0.15156509	False	False	False	False	False	0	18	NA	0.39820427	0.1713236
chr20:36624864-36627589:-:start	TTI1	TTI1	chr20	36624864	36627589	-	0	9	0.0	9.302325	6.666847	0.1883804	False	False	False	False	False	0	4	NA	2.109696	-0.9793701
chr20:36631195-36634598:-:end	TTI1	TTI1	chr20	36631195	36634598	-	0	14	0.60975605	15.94203	6.424214	0.11376716	False	False	False	False	False	0	10	NA	-1.0087391	1.0036993
chr22:19044675-19044677:-:start	DGCR11,DGCR2	DGCR2	chr22	19044675	19044677	-	0	15	0.9708738	19.402985	5.135699	0.19234623	False	False	False	False	False	1	24	NA	0.53386074	-8.875141
chr22:19044699-19050714:-:end	DGCR11,DGCR2	DGCR2	chr22	19044699	19050714	-	0	12	0.0	16.535433	7.130673	0.102866344	False	False	False	False	False	0	19	NA	-0.42561856	0.5933425
chr22:30975204-30975239:-:end			chr22	30975204	30975239	-	0	0	0.0	2.503477	3.0715456	0.1918922	False	False	False	False	False	0	6	NA	-3.091261	0.53907764
chr22:39711536-39712710:-:end	RPL3	RPL3	chr22	39711536	39712710	-	1	0	2.1430352	0.0	-4.329882	0.028964097	False	False	False	False	False	238	0	NA	-0.029488003	0.2224046
chr2:203162099-203162101:+:end	NOP58,SNORD11	NOP58	chr2	203162099	203162101	+	0	6	0.0	8.139535	6.198127	0.11332631	False	False	False	False	False	0	20	NA	1.4169109	-8.519198
chr2:207025434-207026077:+:start	SNORD51,EEF1B2,SNORA41	EEF1B2	chr2	207025434	207026077	+	4	0	4.9660063	0.0	-5.3846955	0.040323265	False	False	False	False	False	133	0	NA	0.22435291	0.0
chr2:38973877-38975720:-:end	SRSF7	SRSF7	chr2	38973877	38975720	-	0	1	0.0	2.024648	4.011269	0.17840214	False	False	False	False	False	0	15	NA	-0.46888897	1.1327784
chr2:74756401-74756488:-:end	AUP1	AUP1	chr2	74756401	74756488	-	2	0	2.9666255	0.0	-4.493158	0.15265073	False	False	False	False	False	18	0	NA	-1.284209	-5.1156816
chr2:85848702-85850728:+:start	USP39	USP39	chr2	85848702	85850728	+	0	6	0.0	8.057852	6.106348	0.10545262	True	False	False	False	False	0	29	NA	-0.04525428	1.3042027
chr2:85848702-85850748:+:end	USP39	USP39	chr2	85848702	85850748	+	100	17	100.0	22.222223	-12.21246	0.102866344	True	False	False	False	False	13	6	NA	0.74322504	1.3042027
chr2:85850746-85850748:+:end	USP39	USP39	chr2	85850746	85850748	+	0	80	0.0	88.2353	12.03374	0.09838278	False	False	False	False	False	0	31	NA	0.74322504	-11.649531
chr3:101293123-101298615:+:start	PCNP	PCNP	chr3	101293123	101298615	+	0	0	0.0	1.0366275	3.3118296	0.12452594	False	False	False	False	False	0	17	NA	-1.2259256	-0.95774364
chr3:131181737-131186934:-:end	MRPL3	MRPL3	chr3	131181737	131186934	-	0	1	0.0	1.973165	4.0370007	0.13288353	False	False	False	False	False	0	18	NA	-0.07367156	2.9628196
chr3:183892747-183897982:+:start	AP2M1	AP2M1	chr3	183892747	183897982	+	0	1	0.0	2.053388	4.084847	0.1601169	False	False	False	False	False	0	17	NA	-0.46637484	0.29791263
chr3:39449277-39450202:+:start	RPSA,MOBP,SNORA62	RPSA	chr3	39449277	39450202	+	0	0	0.5746384	0.028062297	-2.2600188	0.1883804	False	False	False	False	False	74	2	NA	0.06308638	-2.0661283
chr3:42826828-42827519:-:end	HIGD1A,HHATL,CCDC13	HIGD1A	chr3	42826828	42827519	-	0	3	0.14925373	3.7433155	5.1009636	0.16500324	False	False	False	False	False	0	31	NA	-1.0076149	-1.9158309
chr3:47702943-47712147:-:end	SMARCC1	SMARCC1	chr3	47702943	47712147	-	3	0	4.4897957	0.0	-5.3201966	0.19173943	False	False	False	False	False	10	0	NA	0.52182585	0.96813935
chr3:48638222-48638407:-:end	UQCRC1	UQCRC1	chr3	48638222	48638407	-	0	2	0.0	2.8506272	4.748354	0.09261025	False	False	False	False	False	0	29	NA	-1.9233928	0.38096046
chr4:83278525-83279811:-:end	HNRNPD	HNRNPD	chr4	83278525	83279811	-	0	0	0.0	0.93896717	2.8304534	0.16358824	False	False	False	False	False	0	12	NA	0.464012	1.0
chr4:83348457-83350400:-:end	HNRNPDL,HNRPDL	HNRNPDL	chr4	83348457	83350400	-	0	2	0.083125524	3.9019964	4.866819	0.126399	True	False	False	False	False	0	34	NA	0.78479755	-3.9650156
chr4:83348457-83350400:-:start	HNRNPDL,HNRPDL	HNRNPDL	chr4	83348457	83350400	-	0	2	0.070028014	3.3965244	4.6517086	0.126399	True	False	False	False	False	0	34	NA	0.78479755	-3.9650156
chr4:83349522-83350400:-:end	HNRNPDL,HNRPDL	HNRNPDL	chr4	83349522	83350400	-	0	2	0.0	2.8936744	4.6018853	0.09261025	True	False	False	False	False	0	30	NA	-1.5259386	-3.9650156
chr5:134094645-134102606:+:end	DDX46	DDX46	chr5	134094645	134102606	+	0	0	1.1673151	0.0	-1.9643412	0.102866344	False	False	True	False	False	1	0	NA	-0.41295338	-0.96070206
chr5:134094645-134116822:+:end	DDX46	DDX46	chr5	134094645	134116822	+	0	0	0.0	0.016354566	0.0	0.126399	False	True	False	True	False	0	0	NA	2.0056624	-0.96070206
chr5:134099782-134102592:+:start	DDX46	DDX46	chr5	134099782	134102592	+	0	0	0.0	0.010886132	0.0	0.102866344	True	False	False	False	False	0	0	NA	-2.4815834	1.0493805
chr5:134099782-134106592:+:end	DDX46	DDX46	chr5	134099782	134106592	+	0	0	1.2048192	0.012515644	-2.0101447	0.1883804	True	True	False	False	False	0	0	NA	1.8175726	1.0493805
chr5:134102750-134102752:+:start	DDX46	DDX46	chr5	134102750	134102752	+	0	0	0.456621	0.024770869	-0.6067896	0.13806187	False	False	False	False	True	0	1	NA	-4.1407433	0.05177836
chr5:134102750-134103820:+:start	DDX46	DDX46	chr5	134102750	134103820	+	0	0	0.6134969	0.0	-1.8384476	0.09261025	True	False	False	False	False	0	0	NA	2.2878127	0.05177836
chr5:134102750-134109385:+:end	DDX46	DDX46	chr5	134102750	134109385	+	0	0	0.0	0.0089214025	0.0	0.09261025	True	False	True	True	False	0	0	NA	0.5544	0.05177836
chr5:134102750-134109385:+:start	DDX46	DDX46	chr5	134102750	134109385	+	0	0	0.0	0.009666505	0.0	0.09261025	True	False	True	True	False	0	0	NA	0.5544	0.05177836
chr5:134102750-134116822:+:end	DDX46	DDX46	chr5	134102750	134116822	+	0	0	0.0	0.008177283	0.0	0.09261025	True	True	True	True	False	0	0	NA	2.0056624	0.05177836
chr5:134102750-134116822:+:start	DDX46	DDX46	chr5	134102750	134116822	+	0	0	0.0	0.009666505	0.0	0.09261025	True	True	True	True	False	0	0	NA	2.0056624	0.05177836
chr5:134103942-134106592:+:end	DDX46	DDX46	chr5	134103942	134106592	+	0	0	0.0	0.024652807	0.0	0.15174328	False	True	False	False	False	0	1	NA	1.8175726	0.27878553
chr5:134106689-134109385:+:end	DDX46	DDX46	chr5	134106689	134109385	+	100	99	100.0	100.0	0.0	0.126399	False	False	True	False	False	205	11160	NA	0.5544	-3.2231066
chr5:134109383-134109385:+:end	DDX46	DDX46	chr5	134109383	134109385	+	0	0	0.0	0.022867598	0.0	0.19784884	False	False	False	False	True	0	1	NA	0.5544	-8.612133
chr5:134109551-134113263:+:end	DDX46	DDX46	chr5	134109551	134113263	+	100	99	100.0	100.0	0.0	0.17840214	False	True	False	False	False	203	11199	NA	0.7481902	-0.9500514
chr5:134113180-134113263:+:end	DDX46	DDX46	chr5	134113180	134113263	+	0	0	0.0	0.007415097	0.0	0.09261025	False	True	False	False	False	0	0	NA	0.7481902	-1.4841449
chr5:134113314-134116822:+:end	DDX46	DDX46	chr5	134113314	134116822	+	0	0	0.0	0.007335681	0.0	0.09261025	False	True	False	False	False	0	0	NA	2.0056624	-0.7918363
chr5:134113415-134113417:+:start	DDX46	DDX46	chr5	134113415	134113417	+	2	0	6.077348	0.045259107	-4.8735137	0.1601169	False	False	False	False	False	5	4	NA	-4.9026327	0.31266713
chr5:134113415-134116822:+:end	DDX46	DDX46	chr5	134113415	134116822	+	99	99	100.0	99.941315	3.1329565	0.11456012	False	True	True	False	False	211	11545	NA	2.0056624	0.31266713
chr5:134116901-134117610:+:end	DDX46	DDX46	chr5	134116901	134117610	+	0	0	0.5181347	0.0	-0.78941536	0.09261025	False	True	False	False	False	0	0	NA	0.9371271	1.0250006
chr5:134116936-134117610:+:end	DDX46	DDX46	chr5	134116936	134117610	+	99	99	100.0	99.97714	0.78937435	0.15265073	False	True	True	False	False	232	11557	NA	0.9371271	1.073742
chr5:134116936-134117610:+:start	DDX46	DDX46	chr5	134116936	134117610	+	100	99	100.0	99.991844	0.0	0.09261025	False	True	True	False	False	232	11557	NA	0.9371271	1.073742
chr5:134116936-134118634:+:end	DDX46	DDX46	chr5	134116936	134118634	+	0	0	0.0	0.017746229	0.0	0.15265073	False	False	True	True	False	0	1	NA	0.89110863	1.073742
chr5:134116936-134118634:+:start	DDX46	DDX46	chr5	134116936	134118634	+	0	0	0.0	0.014639145	0.0	0.15414871	False	False	True	True	False	0	1	NA	0.89110863	1.073742
chr5:134116936-134124202:+:end	DDX46	DDX46	chr5	134116936	134124202	+	0	0	0.0	0.014204545	0.0	0.09261025	False	True	False	True	False	0	0	NA	1.3886591	1.073742
chr5:134116936-134124202:+:start	DDX46	DDX46	chr5	134116936	134124202	+	0	0	0.0	0.008153282	0.0	0.09261025	False	True	False	True	False	0	0	NA	1.3886591	1.073742
chr5:134117776-134117778:+:start	DDX46	DDX46	chr5	134117776	134117778	+	0	0	0.0	0.008877052	0.0	0.09261025	False	False	False	False	False	0	0	NA	-3.740498	0.82286936
chr5:134117776-134118634:+:end	DDX46	DDX46	chr5	134117776	134118634	+	100	99	100.0	99.95858	0.0	0.13806187	False	False	True	False	False	198	9467	NA	0.89110863	0.82286936
chr5:134117776-134118634:+:start	DDX46	DDX46	chr5	134117776	134118634	+	99	99	99.5614	99.98225	2.8017864	0.09261025	False	False	True	False	False	198	9467	NA	0.89110863	0.82286936
chr5:134117776-134121154:+:end	DDX46	DDX46	chr5	134117776	134121154	+	0	0	0.78740156	0.0	-1.3944855	0.09261025	False	True	True	True	False	0	0	NA	1.2921878	0.82286936
chr5:134117776-134121154:+:start	DDX46	DDX46	chr5	134117776	134121154	+	0	0	0.5235602	0.0	-0.80447006	0.09261025	False	True	True	True	False	0	0	NA	1.2921878	0.82286936
chr5:134117776-134147471:+:start	DDX46	DDX46	chr5	134117776	134147471	+	0	0	0.0	0.008877052	0.0	0.09261025	False	False	False	True	False	0	0	NA	-1.2154113	0.82286936
